Library,Symbol,Value,Description,Footprint,Datasheet
Memory_Flash,W25Q32JVSS,W25Q32JVSS,"32Mbit / 4MiB Serial Flash Memory, Standard/Dual/Quad SPI, 2.7-3.6V, SOIC-8 (208 mil)",Package_SO:SOIC-8_5.3x5.3mm_P1.27mm,http://www.winbond.com/resource-files/w25q32jv%20revg%2003272018%20plus.pdf
Filter,0603USB-601,0603USB-601,"Coilcraft common mode choke, 500mA, 250VAC, 37nH, 109mohm, 3.4Ghz",Inductor_SMD:L_CommonModeChoke_Coilcraft_0603USB,https://www.coilcraft.com/pdfs/0603usb.pdf
Display_Graphic,EA_eDIP320J-8LA,EA_eDIP320J-8LA,"LCD graphical display 320x240 amber LED backlight blue positive FSTN, +5V VDD, RS-232, I2C or SPI",Display:EA_eDIP320X-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/edip320-8e.pdf
Display_Graphic,EA_eDIP128B-6LW,EA_eDIP128B-6LW,"LCD-graphical display with LED backlight blue negative, 3.3V - 5V VDD, RS-232. I2C or SPI",Display:EA-eDIP128B-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/edip128-6e.pdf
Analog,PGA112,PGA112,"Zero-Drift Programmable Gain Amplifier With Mux, x1/x2/x4/x8/x16/x32/x64/x128 gains, VSSOP-10",Package_SO:TSSOP-10_3x3mm_P0.5mm,http://www.ti.com/lit/ds/sbos424c/sbos424c.pdf
RF_Amplifier,PGA-32-75,PGA-32-75,"5-300MHz +15.6dB CATV Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-32-75+.pdf
Display_Graphic,EA_eDIP160B-7LW,EA_eDIP160B-7LW,"LCD-graphical display 160x104 with LED backlight, blue negative, 3.3V - 5V VDD, RS-232, I2C or SPI",Display:EA_eDIP160-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/edip160-7e.pdf
Display_Graphic,EA_eDIP320B-8LW,EA_eDIP320B-8LW,"LCD graphical display 320x240 white LED backlight blue negative, +5V VDD, RS-232, I2C or SPI",Display:EA_eDIP320X-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/edip320-8e.pdf
RF_Amplifier,PGA-122-75,PGA-122-75,"5-1500MHz +15.5dB CATV Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-122-75+.pdf
RF_Amplifier,PGA-106R-75,PGA-106R-75,"5-250MHz +17.9dB CATV Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-106R-75+.pdf
RF_Amplifier,PGA-106-75,PGA-106-75,"50-1500MHz +16.9dB CATV Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-106-75+.pdf
RF_Amplifier,PGA-105,PGA-105,"40-2600MHz +15.1dB Low Noise Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-105+.pdf
RF_Amplifier,PGA-103,PGA-103,"50-4000MHz +11dB Low Noise Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-103+.pdf
RF_Amplifier,PGA-1021,PGA-1021,"50-6000MHz +15.1dB Low Noise Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-1021+.pdf
Display_Graphic,EA_eDIP240J-7LA,EA_eDIP240J-7LA,"LCD graphical display with amber LED background blue positive mode FSTN 240x128, +5V VDD, RS-232, I2C or SPI",Display:EA_eDIP240-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/edip240-7e.pdf
RF_Amplifier,PGA-102,PGA-102,"50-6000MHz +15.9dB Low Noise Amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,https://www.minicircuits.com/pdfs/PGA-102+.pdf
Display_Graphic,EA_eDIPTFT32-A,EA_eDIPTFT32-A,"TFT graphical display, 320x240, 16 bit colour, LED backlight, 3.3V - 5V VDD, RS-232, I2C or SPI",Display:EA_eDIPTFT32-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/ediptft43-ae.pdf
Display_Character,EA_T123X-I2C,EA_T123X-I2C,"3 Lines, 12 character alpha numeric LCD, transreflective STN and FSTN Gray, I2C, single or dual power",Display:EA_T123X-I2C,http://www.lcd-module.de/pdf/doma/t123-i2c.pdf
Battery_Management,LGS5500EP,LGS5500EP,"LiPo charger and 5V boost converter, 4.5-5.5V input, 4.2-4.4V battery, 400-1000mA charge current, 800mA boost output, SOIC-8-1EP",Package_SO:SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.41x3.3mm,https://www.lcsc.com/datasheet/lcsc_datasheet_2304071430_Legend-Si-LGS5500EP_C5280699.pdf
Display_Graphic,EA_eDIPTFT57-A,EA_eDIPTFT57-A,"TFT-graphical display. 640x480, LED backlight, +5V VDD, RS-232, I2C or SPI",Display:EA_eDIPTFT57-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/ediptft57-ae.pdf
Display_Graphic,EA_eDIPTFT70-A,EA_eDIPTFT70-A,"TFT-graphical display with LED background, 800x480, 16-bit colours, +5V VDD, RS-232, I2C or SPI",Display:EA_eDIPTFT70-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/ediptft70-ae.pdf
MCU_Cypress,CY8C4247LQQ-BL483,CY8C4247LQQ-BL483,"ENGR_SAMPLE,  56-QFN, 48-MHz ARM® Cortex®-M0, 128KB Flash, 16kB SRAM, NO UDB, CAP-SENSE W/ GESTURE, LCD DRIVE",Package_DFN_QFN:QFN-56-1EP_7x7mm_P0.4mm_EP5.6x5.6mm,http://www.cypress.com/file/137466/download
Display_Graphic,EA_eDIP128W-6LW,EA_eDIP128W-6LW,"LCD-graphical display with LED backlight positive mode FSTN, 3.3V - 5V VDD, RS-232. I2C or SPI",Display:EA-eDIP128B-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/edip128-6e.pdf
Display_Graphic,EA_eDIP160W-7LW,EA_eDIP160W-7LW,"LCD-graphical display 160x104 with LED backlight, positive mode FSTN, 3.3V - 5V VDD, RS-232, I2C or SPI",Display:EA_eDIP160-XXX,http://www.lcd-module.com/fileadmin/eng/pdf/grafik/edip160-7e.pdf
Amplifier_Buffer,LH0002H,LH0002H,"Wide-Band, High Current, Unity Gain Buffer Amplifier, TO-5-8",Package_TO_SOT_THT:TO-5-8,http://www.calogic.net/pdf/LH0002_Datasheet_Rev_A.pdf
Power_Protection,RCLAMP0502B,RCLAMP0502B,"Low capacitance unidirectional dual ESD protection diode, SC-75",Package_TO_SOT_SMD:SOT-416,https://www.semtech.com/products/circuit-protection/low-capacitance/rclamp0502b
Isolator,ADuM1250,ADuM1250,"Dual-channel I2C digital isolator, Bidirectional communication, 3V/5V level translation, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM1250_1251.pdf
Amplifier_Audio,SSM2167,SSM2167,"Low Voltage Microphone Preamplifier with Variable Compression and Noise Gating, MSOP-10",Package_SO:MSOP-10_3x3mm_P0.5mm,https://www.analog.com/media/en/technical-documentation/data-sheets/SSM2167.pdf
Interface,SN74LV8153PW,SN74LV8153PW,"UART, Single wire input, Output 40mA, Open Collector or Push Pull, TSSOP-20",Package_SO:TSSOP-20_4.4x6.5mm_P0.65mm,https://www.ti.com/lit/ds/symlink/sn74lv8153.pdf
Transistor_FET,SUD50P06-15,SUD50P06-15,"-50A Id, -60V Vds, TrenchFET P-Channel Power MOSFET, 15mOhm Ron, 165nC Qg, -55 to 150 °C, TO-252-2",Package_TO_SOT_SMD:TO-252-2,https://www.vishay.com/docs/68940/sud50p06.pdf
Interface_USB,STUSB4500QTR,STUSB4500QTR,"Stand-alone USB PD controller (with sink Auto-run mode), QFN-24",Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.7x2.7mm,https://www.st.com/resource/en/datasheet/stusb4500.pdf
Analog,PGA113,PGA113,"Zero-Drift Programmable Gain Amplifier With Mux, x1/x2/x5/x10/x20/x50/x100/x200 gains, VSSOP-10",Package_SO:TSSOP-10_3x3mm_P0.5mm,http://www.ti.com/lit/ds/sbos424c/sbos424c.pdf
Display_Graphic,EA_DOGXL160-7,EA_DOGXL160-7,EA DOGXL160-7 Graphical Display 160x104 no back light I2C SPI 2.7-3.3V,Display:EA_DOGXL160-7,http://www.lcd-module.com/eng/pdf/grafik/dogxl160-7e.pdf
MCU_Module,Carambola2,Carambola2,"Qualcomm AR9331, 16MB Flash, 64MB RAM, USB, Serial, Ethernet, GPIO, OpenWRT, industrial SoM computer",Module:Carambola2,https://www.8devices.com/media/products/carambola2/downloads/carambola2-datasheet.pdf
Isolator,ADuM3153,ADuM3153,"3.75kV 7-Channel SPI Isolator, 3 Reverse Channels, SSOP-20",Package_SO:SSOP-20_5.3x7.2mm_P0.65mm,https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3151_3152_3153.pdf
Filter,0603USB-251,0603USB-251,"Coilcraft common mode choke, 500mA, 250VAC, 18nH, 77 mohm, 3.8Ghz",Inductor_SMD:L_CommonModeChoke_Coilcraft_0603USB,https://www.coilcraft.com/pdfs/0603usb.pdf
Interface,TCA9803,TCA9803,"Level-Translating I2C Bus Buffer/Repeater 3.3mA Current Source, VSSOP-8",Package_SO:VSSOP-8_3x3mm_P0.65mm,http://www.ti.com/lit/ds/symlink/tca9803.pdf
Converter_DCDC,TBA2-1212,TBA2-1212,"2W DC/DC converter unregulated, 10.8-13.2V input, 12V fixed output voltage, 165mA output, 1.5kVDC isolation, SIP-7",Converter_DCDC:Converter_DCDC_TRACO_TBA2-xxxx_Single_THT,https://www.tracopower.com/products/tba2.pdf
Converter_DCDC,TBA2-0512,TBA2-0512,"2W DC/DC converter unregulated, 4.5-5.5V input, 12V fixed output voltage, 165mA output, 1.5kVDC isolation, SIP-7",Converter_DCDC:Converter_DCDC_TRACO_TBA2-xxxx_Single_THT,https://www.tracopower.com/products/tba2.pdf
Memory_Flash,W25Q16JVSS,W25Q16JVSS,"16Mbit / 2MiB Serial Flash Memory, Standard/Dual/Quad SPI, 2.7-3.6V, SOIC-8 (208 mil)",Package_SO:SOIC-8_5.3x5.3mm_P1.27mm,https://www.winbond.com/hq/support/documentation/levelOne.jsp?__locale=en&DocNo=DA00-W25Q16JV.1
Audio,SPN1001,SPN1001,"Spin Semiconductor FV-1 Reverb IC, SOIC-28W",Package_SO:SOIC-28W_7.5x17.9mm_P1.27mm,http://www.spinsemi.com/Products/datasheets/spn1001/FV-1.pdf
RF_Amplifier,SPF5189Z,SPF5189Z,"50MHz to 4000MHz, GaAs pHEMT low noise MMIC amplifier, SOT-89",Package_TO_SOT_SMD:SOT-89-3,www.qorvo.com/products/d/da001910
LED,LED_Cree_XHP50_6V,LED_Cree_XHP50_6V,"XLamp® XHP50 LED, 6V footprint (2x2 serial LEDs in parallel)",LED_SMD:LED_Cree-XHP50_6V,http://www.cree.com/%7E/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/ds%20XHP50.pdf
Memory_Flash,W25X20CLSN,W25X20CLSN,"2Mbit / 256KiB Serial Flash memory, Standard/Dual I/O SPI, 2.3-3.6V, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://www.winbond.com/resource-files/w25x20cl_revf%2020150806.pdf
Memory_Flash,W25X40CLSN,W25X40CLSN,"4Mbit / 512KiB Serial Flash memory, Standard/Dual I/O SPI, 2.3-3.6V, SOIC-8 (150 mil)",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://www.winbond.com/resource-files/W25X40CL_G%2020210505.pdf
Interface_Ethernet,W5100,W5100,"10/100Mb Ethernet controller with TCP/IP stack, LQFP-80",Package_QFP:LQFP-80_10x10mm_P0.4mm,http://www.wiznet.io/wp-content/uploads/wiznethome/Chip/W5100/Document/W5100_Datasheet_v1.2.7.pdf
Interface_Ethernet,W5500,W5500,"10/100Mb SPI Ethernet controller with TCP/IP stack, LQFP-48",Package_QFP:LQFP-48_7x7mm_P0.5mm,http://wizwiki.net/wiki/lib/exe/fetch.php/products:w5500:w5500_ds_v109e.pdf
Interface_Ethernet,W6100-Q,W6100-Q,"10/100Mb Ethernet controller with TCP/IP stack, IPv4/IPv6, QFN-48",Package_DFN_QFN:QFN-48-1EP_7x7mm_P0.5mm_EP5.3x5.3mm,https://docs.wiznet.io/img/products/w6100/w6100_ds_v105e.pdf
Isolator,ADuM3152,ADuM3152,"3.75kV 7-Channel SPI Isolator, 2 Reverse Channels, SSOP-20",Package_SO:SSOP-20_5.3x7.2mm_P0.65mm,https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3151_3152_3153.pdf
Display_Graphic,EA_DOGS104B-A,EA_DOGS104B-A,"LCD 4x10 character display blue transmissive background, +3.3V VDD, I2C or SPI",Display:EA_DOGS104X-A,http://www.lcd-module.com/fileadmin/eng/pdf/doma/dogs104e.pdf
Isolator,ADuM3151,ADuM3151,"3.75kV 7-Channel SPI Isolator, 1 Reverse Channel, SSOP-20",Package_SO:SSOP-20_5.3x7.2mm_P0.65mm,https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM3151_3152_3153.pdf
Interface_Ethernet,LAN7500-ABJZ,LAN7500-ABJZ,"Hi-Speed USB 2.0 to 10/100/1000 Ethernet Controller, QFN-56",Package_DFN_QFN:QFN-56-1EP_8x8mm_P0.5mm_EP5.9x5.9mm,http://ww1.microchip.com/downloads/en/DeviceDoc/00001734B.pdf
Amplifier_Audio,SSM2018,SSM2018,"Trimless Voltage Controlled Amplifier, DIP-16",Package_DIP:DIP-16_W7.62mm,https://www.analog.com/media/en/technical-documentation/data-sheets/SSM2018.pdf
Interface_USB,CYPD3177-24LQ,CYPD3177-24LQ,"Stand-alone USB PD controller (with sink Auto-run mode), QFN-24",Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.75x2.75mm,https://www.infineon.com/dgdl/Infineon-EZ-PD_BCR_Datasheet_USB_Type-C_Port_Controller_for_Power_Sinks-DataSheet-v03_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee7ce9d70ad
Regulator_Switching,EA3036CQB,EA3036CQB,"3CH power management IC, input range: 2.7V - 5.5V, output range: 0.6V - VIN, 1.5 MHz, WQFN-20",Package_DFN_QFN:QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,https://atta.szlcsc.com/upload/public/pdf/source/20200529/C570857_65255DA4FBC4C795D9FF4AFE8A3669F7.pdf
Regulator_Switching,EA3058QD,EA3058QD,"4-channel power management IC, 2.7..5.5V input, 1.5 MHz switching frequency, VQFN-24",Package_DFN_QFN:VQFN-24-1EP_4x4mm_P0.5mm_EP2.5x2.5mm_ThermalVias,https://www.lcsc.com/datasheet/lcsc_datasheet_2006041834_Everanalog-IC-design-EA3058QDR_C575412.pdf
Interface_USB,CYPD3175-24LQXQ,CYPD3175-24LQXQ,"USB Type-C port controller, Cortex®-M0 processor, DFP CC with direct feedback bootloader, QFN-24",Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.75x2.75mm,https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
Interface_USB,CYPD3174-24LQXQ,CYPD3174-24LQXQ,"USB Type-C port controller, Cortex®-M0 processor, DFP CC with opto coupler feedback bootloader, QFN-24",Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.75x2.75mm,https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
Interface_USB,CYPD3174-16SXQ,CYPD3174-16SXQ,"USB Type-C port controller, Cortex®-M0 processor, DFP CC with opto coupler feedback bootloader, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
Interface_USB,CYPD3171-24LQXQ,CYPD3171-24LQXQ,"USB Type-C port controller, Cortex®-M0 processor, UFP CC bootloader, QFN-24",Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.75x2.75mm,https://www.infineon.com/dgdl/Infineon-EZ-PD(TM)_CCG3PA_Datasheet_USB_Type-C_Port_Controller-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee438366ac0
Filter,0603USB-222,0603USB-222,"Coilcraft common mode choke, 500mA, 250VAC, 150nH, 209mohm, 0.96Ghz",Inductor_SMD:L_CommonModeChoke_Coilcraft_0603USB,https://www.coilcraft.com/pdfs/0603usb.pdf
Display_Graphic,EA_DOGL128X-6,EA_DOGL128X-6,EA DOGL128X-6 Graphical Display 128x64 optional backlight SPI 3.0-3.3V,Display:EA_DOGL128-6,https://www.lcd-module.com/eng/pdf/grafik/dogl128-6e.pdf
Battery_Management,LTC4002EDD-4.2,LTC4002EDD-4.2,"Standalone Li-Ion Switch Mode Battery Charger, 4.7-22V input, single cell, DFN-10",Package_DFN_QFN:DFN-10-1EP_3x3mm_P0.5mm_EP1.55x2.48mm,https://www.analog.com/media/en/technical-documentation/data-sheets/4002f.pdf
LED,LED_Cree_XHP50_12V,LED_Cree_XHP50_12V,"XLamp® XHP50 LED, 12V footprint (all 4 LEDs in series)",LED_SMD:LED_Cree-XHP50_12V,http://www.cree.com/%7E/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/ds%20XHP50.pdf
Battery_Management,TP4057,TP4057,"Constant-current/constant-voltage linear charger for single cell lithium-ion batteries with 2.9V Trickle Charge, 4.5V to 6.5V VDD, -40 to +85 degree Celsius, TSOT-23-6",Package_TO_SOT_SMD:TSOT-23-6,http://toppwr.com/uploadfile/file/20230304/640302a47b738.pdf
Battery_Management,TP4056-42-ESOP8,TP4056-42-ESOP8,"1A Standalone Linear Li-ion/LiPo single-cell battery charger, 4.2V ±1% charge voltage, VCC = 4.0..8.0V, SOIC-8 (SOP-8)",Package_SO:SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.41x3.3mm_ThermalVias,https://www.lcsc.com/datasheet/lcsc_datasheet_2410121619_TOPPOWER-Nanjing-Extension-Microelectronics-TP4056-42-ESOP8_C16581.pdf
Amplifier_Audio,TPA3251,TPA3251,"175-W Stereo, 350-W Mono PurePath Ultra-HD Analog-Input Class-D Amplifier, HTSSOP-44",Package_SO:HTSSOP-44_6.1x14mm_P0.635mm_TopEP4.14x7.01mm,http://www.ti.com/lit/ds/symlink/tpa3251.pdf
Analog_Switch,DG417LDY,DG417LDY,"Single SPST 3V Logic Compatible CMOS Analog Switch, normally ON, 20Ohm Ron, with Vlogic, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/DG417-DG419.pdf
Analog_Switch,DG418LDY_Maxim,DG418LDY_Maxim,"Single SPST 3V Logic Compatible CMOS Analog Switch, normally OFF, 35Ohm Ron, Maxim-variant without Vlogic, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/DG417-DG419.pdf
Analog_Switch,DG418LDJ_Maxim,DG418LDJ_Maxim,"Single SPST 3V Logic Compatible CMOS Analog Switch, normally OFF, 35Ohm Ron, Maxim-variant without Vlogic, DIP-8",Package_DIP:DIP-8_W7.62mm,https://datasheets.maximintegrated.com/en/ds/DG417-DG419.pdf
Analog_Switch,DG418LDY,DG418LDY,"Single SPST 3V Logic Compatible CMOS Analog Switch, normally OFF, 35Ohm Ron, with Vlogic, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/DG417-DG419.pdf
Analog_Switch,DG417LEUA_Maxim,DG417LEUA_Maxim,"Single SPST 3V Logic Compatible CMOS Analog Switch, normally ON, 20Ohm Ron, Maxim-variant without Vlogic, MSOP-8",Package_SO:MSOP-8_3x3mm_P0.65mm,https://datasheets.maximintegrated.com/en/ds/DG417-DG419.pdf
Analog_Switch,DG417LDY_Maxim,DG417LDY_Maxim,"Single SPST 3V Logic Compatible CMOS Analog Switch, normally ON, 20Ohm Ron, Maxim-variant without Vlogic, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/DG417-DG419.pdf
Analog_Switch,DG417LDJ_Maxim,DG417LDJ_Maxim,"Single SPST 3V Logic Compatible CMOS Analog Switch, normally ON, 35Ohm Ron, Maxim-variant without Vlogic, DIP-8",Package_DIP:DIP-8_W7.62mm,https://datasheets.maximintegrated.com/en/ds/DG417L-DG419L.pdf
Analog_Switch,DG413xY,DG413xY,"Quad SPST Monolithic CMOS Analog Switches, normally 2xON + 2xOFF, 17Ohm Ron, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/DG411-DG413.pdf
Analog_Switch,DG412xY,DG412xY,"Quad SPST Monolithic CMOS Analog Switches, normally OFF, 17Ohm Ron, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/DG411-DG413.pdf
Analog_Switch,DG411xY,DG411xY,"Quad SPST Monolithic CMOS Analog Switches, normally ON, 17Ohm Ron, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/DG411-DG413.pdf
